-0.406847,-0.089695,-0.398679,1.909813,0.453819,0.050284,0.995937,-0.58947,4.604773,-0.119718,-0.126805,0.602652,7.28927,0.861139,-0.038053,-0.11851,0.632269,0.857251,0.013238,-1.048764,-0.105354,-0.046498,-0.11851,-0.592189,0.087862,2.074549,0.478843,0.646867
0.348337,-1.008714,-0.398679,-0.847803,-0.410294,-0.954798,-1.255453,-0.421015,-1.816846,-0.119718,-0.126805,-0.64004,-1.227759,-1.14029,-0.423829,-0.11851,-0.949428,-1.14301,-0.965804,-1.735766,-0.105354,-0.892302,-0.11851,1.428091,-0.913039,-0.350321,-0.514268,-0.703174
-0.784439,-0.702375,-0.398679,3.189663,-0.416791,-0.6643,-0.504989,2.358492,-0.107012,-0.119718,-0.126805,-0.64004,-0.368402,-0.815272,-0.408365,-0.11851,-0.949428,-0.818182,-0.965804,1.568801,-0.105354,-0.594704,-0.11851,0.463098,-0.592075,-0.350321,-0.965682,-0.811177
-0.406847,-0.089695,0.5151,0.68274,0.284895,0.324965,0.758949,-0.620501,2.145533,-0.119718,-0.126805,1.068661,1.94112,0.963777,0.044962,-0.11851,1.225405,0.959828,0.571541,-0.128397,-0.105354,0.070974,-0.11851,-0.915962,0.37323,-0.350321,0.478843,0.700869
-0.029255,1.135664,-0.398679,-0.381942,-0.117925,0.983834,0.095381,-0.572624,0.029986,-0.119718,-0.126805,-0.018694,-0.13924,-0.035227,-0.086723,-0.11851,0.052313,-0.038593,0.301471,0.907888,-0.105354,0.744485,-0.11851,-0.770197,0.691781,-0.350321,0.117712,-0.055154
-0.406847,0.216644,1.42888,0.305758,-0.299844,0.248695,-0.129758,-0.041991,0.975301,6.969688,4.465782,-0.17403,-0.153563,0.078529,-0.255663,8.408951,0.459271,0.318719,0.341073,0.660045,10.999162,0.223689,8.408951,-1.239984,0.130094,-0.350321,-0.514268,-0.379164
13.564061,3.280042,-0.398679,-0.678402,22.160607,3.543,0.507064,-1.124692,1.68557,-0.119718,-0.126805,-0.018694,0.480532,-0.298957,8.773199,-0.11851,-0.863564,-0.302168,-0.064178,-0.712404,-0.105354,1.416205,-0.11851,-0.554941,1.588154,-0.010455,14.562961,17.225364
1.481113,4.199061,-0.398679,-0.626257,8.347787,3.649559,1.844287,-0.993589,0.823666,-0.119718,-0.126805,5.728755,1.202727,1.643564,6.503181,-0.11851,1.282713,1.639218,0.800381,-0.732057,-0.105354,3.765747,-0.11851,-1.502061,3.082182,0.490068,4.992983,6.263035
0.725929,-0.702375,-0.398679,-0.399196,-0.390803,-0.830299,-1.050781,-0.60019,-0.542411,-0.119718,-0.126805,-0.018694,-0.993389,-0.342518,-0.419612,-0.11851,0.416583,-0.345703,-0.965804,-0.834521,-0.105354,-0.811139,-0.11851,1.164911,-0.825503,-0.350321,-0.24342,-0.379164
-0.029255,2.361023,-0.398679,-0.522092,2.79927,2.128685,1.7464,-0.825307,0.721599,-0.119718,-0.126805,2.777362,1.013134,1.459858,3.627628,-0.11851,1.346229,1.45562,0.642607,-0.692281,-0.105354,2.393671,-0.11851,-1.536209,2.127491,0.455052,2.013651,2.644927
11.298508,12.776573,-0.398679,-0.740198,75.644678,12.094039,0.763035,-1.135496,0.92136,-0.119718,-0.126805,-0.329367,0.4109,-0.249291,44.838725,-0.11851,-0.917044,-0.252531,0.576928,-0.692874,-0.105354,9.041941,-0.11851,-1.460756,8.764846,0.247758,19.709081,23.057539
