-0.406847,0.829324,-0.398679,-0.019605,-0.059451,0.758141,0.352683,-0.479326,0.667485,-0.119718,-0.126805,-0.64004,0.483282,-0.443822,-0.046076,-0.11851,-0.949428,-0.446949,0.086487,0.750527,-0.105354,0.765742,-0.11851,-1.018567,0.710122,-0.350321,0.027429,-0.271161
0.348337,0.829324,-0.398679,-0.457515,0.395345,0.760958,0.476386,-0.803537,1.149335,-0.119718,-0.126805,2.00068,0.792556,1.259846,0.186388,-0.11851,1.506765,1.255725,-0.12371,-0.149127,-0.105354,0.567071,-0.11851,-0.860151,0.59655,-0.350321,1.110823,1.510893
-0.784439,0.216644,1.42888,0.363437,-0.299844,0.248695,0.352683,0.337033,0.1575,-0.119718,-0.126805,-0.484703,0.184042,-0.165235,-0.231639,-0.11851,-0.412781,-0.168524,0.52777,1.002304,-0.105354,0.446887,-0.11851,-1.000784,0.416669,-0.350321,-0.604551,-0.541169
0.348337,-0.089695,-0.398679,-0.33018,-0.234873,0.001036,0.031056,-0.537638,0.424933,-0.119718,-0.126805,-0.018694,-0.214945,0.252646,-0.311166,-0.11851,0.123866,0.249113,0.120432,-0.589284,-0.105354,-0.286478,-0.11851,0.10525,-0.24491,-0.350321,0.027429,-0.001152
2.991482,0.216644,-0.398679,-0.589246,-0.215382,-0.313993,-0.655082,-0.947291,0.138264,-0.119718,-0.126805,-0.17403,-0.583241,-0.685264,-0.38517,-0.11851,-0.573775,-0.68825,-0.585621,-0.083483,-0.105354,-0.520305,-0.11851,0.581821,-0.527882,-0.350321,1.471954,0.268856
0.348337,-0.089695,-0.398679,0.228854,-0.208884,-0.133102,-0.129758,-0.648429,1.407248,-0.119718,-0.126805,0.602652,0.576891,0.566057,-0.328148,-0.11851,0.928837,0.562341,-0.538099,0.418104,-0.105354,-0.306407,-0.11851,-0.021694,-0.259648,-0.350321,0.207994,0.268856
0.348337,0.216644,-0.398679,-0.266653,-0.280352,-0.04699,-0.043166,-0.498763,0.52756,-0.119718,-0.126805,-0.64004,-0.269246,-0.61526,-0.27752,-0.11851,-0.949428,-0.618287,0.350213,-0.464779,-0.105354,-0.205538,-0.11851,0.205092,-0.2958,-0.350321,-0.062854,-0.379164
-0.784439,-0.089695,0.5151,0.363437,-0.338826,-0.141402,0.995937,0.94347,-0.420773,-0.119718,-0.126805,-0.64004,0.276116,-0.165235,-0.261461,-0.11851,-0.949428,-0.168524,2.360793,0.577431,-0.105354,0.07489,-0.11851,-0.583838,-0.01434,-0.350321,-0.694834,-0.59517
-0.784439,-0.089695,0.5151,0.767183,-0.338826,0.032897,0.245474,0.589715,0.345942,-0.119718,-0.126805,-0.484703,0.347729,-0.165235,-0.292389,-0.11851,-0.32334,-0.168524,0.301471,1.073116,-0.105354,0.14929,-0.11851,-0.786224,0.178239,-0.350321,-0.694834,-0.59517
-0.029255,1.442003,-0.398679,-0.252536,2.929212,1.402277,1.874528,-0.861977,0.706203,-0.119718,-0.126805,4.952072,1.139403,2.403204,2.894805,-0.11851,2.348989,2.398415,1.329637,-0.586058,-0.105354,1.415894,-0.11851,-1.417077,1.380174,-0.350321,2.465065,4.210974
