0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.315859,0.146179,0.010343,0.022389,-0.086313,-0.009534,0.039679,0.009335,0.033381,0.027785,-0.007005,-0.01286
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.04019,0.169251,0.007323,-0.025954,0.011305,-0.006888,0.052711,0.014278,-0.017683,-0.137376,-0.001274,0.115661
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.373811,0.148926,0.057219,0.004905,0.008133,0.021062,-0.001128,0.006758,-0.071629,-0.0026,0.038455,0.025687
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.360033,0.639404,-0.028954,-0.325448,-0.010412,0.163422,0.21214,0.043587,0.023158,0.13197,0.220915,-0.010382
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045285,0.16861,0.071681,-0.086606,0.036806,0.111976,0.000299,-0.038142,0.001575,0.00699,0.07148,0.022196
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429645,0.492432,-0.266911,-0.144327,0.432102,-0.094848,0.283036,-0.004158,0.085986,0.053599,0.647463,-0.355931
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01874,0.664307,-0.087942,0.14447,0.461324,-0.462697,-0.481657,0.062752,0.517253,-0.221929,0.008252,0.232255
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.115872,0.213989,0.008695,0.103162,-0.018854,-0.03457,0.239603,-0.060448,-0.143378,0.152181,0.045133,-0.203394
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.503398,0.343628,0.080993,0.098632,0.088514,0.064278,0.064283,0.072697,0.112242,-0.025737,-0.165824,0.05893
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.023144,0.772949,-0.131406,0.4412,-0.147562,-0.191989,0.327544,0.254617,-0.491179,-0.370666,0.120925,0.170379
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.466583,0.186218,0.030663,0.062255,0.024054,0.055674,0.057477,0.0766,0.023329,0.01867,0.045254,0.051691
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.512595,0.169128,0.015813,0.018765,0.003194,-0.00256,-0.028649,-0.017109,-0.026369,-0.107169,-0.048922,0.006813
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.534947,0.155701,-0.003114,0.029034,-0.020788,-0.00571,0.004191,0.005675,0.001399,0.004501,-0.022505,-0.00804
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.562359,0.160126,-0.038408,0.023013,-0.02157,0.004822,0.034631,-0.008912,-0.070067,0.001236,0.034471,0.007245
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.344585,0.595703,-0.32204,-0.086077,0.047052,0.082265,0.171072,-0.21413,-0.335223,-0.006943,0.09013,0.108394
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621805,0.301636,-0.17256,0.176357,0.037906,-0.068865,0.127248,-0.119718,-0.003192,0.499843,-0.571351,0.046867
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.435357,0.325348,0.040251,0.02806,0.02534,-0.04952,-0.204308,0.016956,0.0544,0.023414,0.06651,0.068394
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.369795,0.545624,-0.113888,-0.346068,0.093307,0.026853,0.077956,-0.053075,-0.3439,0.001317,0.172491,0.032216
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320693,0.778412,-0.578435,-0.340595,0.258795,0.545475,-0.194021,-0.090464,-0.110023,-0.403698,0.369073,0.732365
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232142,0.204987,-0.018572,-0.131616,0.129502,0.068512,-0.103143,0.109793,-0.026864,-0.016186,0.02771,0.186104
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.030228,0.777496,-0.098535,0.206836,0.120853,0.127284,0.403281,-0.195453,-0.26851,0.362746,0.591083,-0.253273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.302538,0.244385,0.127089,-0.187952,-0.098524,0.2099,0.159544,-0.100225,0.136715,0.042913,-0.066108,0.04221
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172106,0.664948,0.227183,-0.182357,0.238873,0.074528,-0.21544,0.02919,0.554998,-0.403452,-0.203729,0.348884
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.333478,0.645782,0.198774,-0.001343,0.001095,0.089433,0.032861,-0.43363,-0.078139,0.168882,-0.051985,-0.37469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.297352,0.77945,0.210074,0.011225,0.909952,-0.474588,-0.479209,-0.274347,0.275064,-0.099806,0.229102,0.122797
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.403768,0.469604,0.076986,0.035411,0.008966,0.04881,-0.051328,-0.278107,-0.075829,0.126959,0.147967,-0.008867
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219379,0.389526,-0.00922,-0.302832,-0.075483,0.084087,0.002094,0.033733,0.385723,-0.153638,-0.231716,0.261416
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.242718,0.560638,-0.103186,0.089867,0.11699,0.044773,0.030855,-0.028039,-0.336425,-0.123271,0.143856,0.302943
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.177731,0.622192,-0.164485,0.192366,0.650625,-0.381102,-0.306339,-0.085373,0.185141,-0.195763,0.298418,0.146621
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.324846,0.139801,-0.012945,-0.025603,-0.089023,0.041094,-0.008347,0.005361,0.028606,0.010251,-0.003575,-0.083627
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21799,0.386383,-0.027053,0.114127,0.154539,-0.338909,-0.450115,0.089645,0.386032,-0.161481,0.189989,0.094444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.347138,0.655426,0.075566,0.178278,0.054266,0.005951,0.10534,0.249006,-0.209988,-0.336914,-0.149993,-0.339499
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.435894,0.557495,-0.247223,0.132522,0.165562,0.205262,0.263124,0.152071,0.114403,0.159711,0.13778,0.186087
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4015,0.716858,-0.259004,-0.570762,-0.212071,0.167481,-0.362603,-0.705806,-0.36702,-0.077954,-0.568795,-0.189775
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.306374,0.627014,-0.326079,-0.14407,-0.113379,-0.523549,-0.387793,-0.025609,0.127181,0.118048,0.050991,0.111266
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.09526,0.781921,0.215991,0.396042,-0.080699,-0.335224,-0.403762,0.441983,0.117638,0.098166,0.122537,-0.080793
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00152,0.784943,-0.223855,-0.467856,-0.305266,0.415351,-0.182838,0.02619,0.245998,-0.074898,-0.090656,0.392637
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.269017,0.772797,0.097161,-0.068711,0.201949,-0.017717,-0.172937,-1.056367,0.737506,0.272846,-0.156337,0.278347
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21393,0.65686,-0.204473,0.29837,0.185626,-0.349495,0.09258,-0.020487,-0.103705,-0.05224,0.156196,-0.448637
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.614915,0.703033,0.116191,-0.336525,0.034161,-0.471252,1.240079,-0.672429,-0.105392,0.231845,0.741345,-0.289051
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72687,0.165619,-0.007727,0.012045,0.016098,-0.024905,0.020353,0.028614,0.024796,0.011082,-0.013998,0.023739
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.614588,0.350281,0.006811,-0.165268,-0.285941,0.413222,-0.326917,-0.105548,0.034123,0.314094,-0.022162,-0.115104
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.145535,0.790558,0.211768,0.300897,-0.200226,0.168253,0.672159,-0.41922,-0.456199,-0.243405,0.276589,-0.327602
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.043492,0.788452,-0.181111,-0.538676,0.382289,-0.138318,-0.277352,0.479496,0.634413,-0.413128,0.006822,0.263467
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475103,0.756897,-0.411724,0.348842,0.722669,-0.274072,-0.125081,-0.139256,-0.413713,0.341928,0.853293,-0.355464
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.36067,0.148773,-0.004484,-0.013154,-0.06553,0.021064,0.042127,0.035346,-0.001738,0.005039,0.0262,0.055812
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564779,0.711395,-0.355416,0.652871,-0.331453,0.228324,-0.393531,-0.055045,-0.388408,1.176768,-0.666995,-0.109462
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.140824,0.775024,0.16769,0.439104,-0.030177,-0.274646,-0.416645,-0.04881,0.121731,0.441051,-0.40041,-0.490284
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.520968,0.453827,0.150179,0.025592,-0.048141,-0.135548,0.074405,-0.331197,-0.58192,0.367723,0.387481,0.129446
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.25653,0.763031,0.145191,0.075626,0.10667,0.026806,-0.395378,-0.127075,0.274434,0.363256,0.02116,0.038684
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.108368,0.516022,0.09859,0.290608,-0.093552,-0.036878,0.536754,-0.19673,-0.279914,0.384839,0.379096,-0.368661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.466645,0.261322,-0.064736,0.020182,-0.028638,-0.029132,-0.047686,0.002095,-0.121672,-0.25141,-0.055262,-0.004314
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.713186,0.170166,-0.012497,0.005161,-0.018333,-0.013399,-0.108782,-0.030786,0.0308,0.001803,0.024471,-0.00431
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.549022,0.695618,-0.0701,0.011367,0.798953,-0.680976,-0.421584,0.122215,0.302475,-0.407905,-0.698451,-0.081738
