9.8405565,56.6726245,59.94510134
8.7906184,56.8490954,16.74290555
10.4173133,57.5717394,2.407455225
9.8832144,57.0219623,29.60806808
10.1923894,57.2985922,86.96688393
10.4764464,57.4244167,90.75327903
8.6678133,57.1089516,47.91223487
9.5109557,56.7624762,35.84067372
9.136174,57.1290619,6.916862063
8.1859249,56.6354171,2.771506777
8.5904595,56.9414463,22.84736382
9.3342548,56.7662241,28.69110165
10.2923423,57.1952025,128.2406203
10.2856095,57.4417537,73.31768097
10.1456276,56.7461989,9.479875311
8.6617761,56.8721394,51.52710374
9.9590943,57.5920599,4.152018376
9.676026,56.6186987,40.86283877
10.0462676,57.5156902,67.10053895
9.390499,56.9705388,0.626401564
9.6104028,57.2538475,15.02396505
9.5411019,57.2021703,11.76999919
8.7197352,57.0980778,20.06256773
10.3236829,57.0573675,8.488081079
10.0645922,56.7519406,25.19488561
9.9908585,57.2483279,18.18089777
10.5001043,57.4175182,13.49238905
9.7007973,56.7394026,76.3973214
9.8253611,56.995779,53.4454046
10.266105,57.4151885,80.84170886
