-0.252747,-0.0175439
0.395604,-0.578947
-0.010989,0.602339
0.89011,0.146199
0.703297,0.812865
0.0549451,-0.74269
-0.802198,0.906433
-0.538462,0.22807
-0.824176,-0.48538
-0.593407,0.590643
0.208791,0.157895
-0.384615,-0.660819
-0.296703,0.497076
-0.604396,-0.567251
0.32967,0.567251
0.505495,-0.181287
0.0989011,-0.309942
0.835165,-0.368421
-0.406593,0.590643
0.527473,0.964912
-0.142857,0.789474
0.725275,0.415205
-0.461538,-0.0409357
-0.362637,0.0409357
0.758242,-0.672515
-0.978022,0.438596
0.0769231,0.274854
-0.835165,-0.216374
0.835165,-0.94152
-0.758242,-0.438596
-0.395604,-0.380117
0.351648,0.146199
0.846154,0.333333
-0.637363,0.672515
-0.395604,0.216374
0.791209,0.918129
-0.659341,-0.0643275
-0.923077,0.309942
-0.208791,-0.415205
0.791209,0.450292
0.483516,-0.894737
-0.142857,-0.707602
0.549451,0.461988
0.153846,-0.0994152
0.285714,0.906433
-0.043956,-0.918129
-0.142857,-0.122807
0.758242,0.204678
-0.538462,-0.695906
0.230769,0.251462
0.351648,0.789474
0.230769,-0.590643
0.626374,0.497076
-0.131868,-0.847953
-0.78022,-0.730994
-0.67033,0.789474
-0.0879121,-0.894737
-0.043956,-0.391813
-0.285714,0.403509
-0.0659341,0.614035
0.978022,0.730994
0.186813,0.380117
-0.10989,0.380117
0.10989,-0.929825
0.56044,-0.730994
-0.527473,0.80117
0.791209,-0.181287
0.923077,-0.80117
-0.626374,-0.169591
0.912088,-0.192982
0.89011,-0.0760234
-0.692308,-0.754386
-0.923077,0.695906
-0.274725,-0.251462
0.021978,0.403509
0.571429,-0.777778
-0.010989,0.0643275
-0.714286,-0.719298
-0.681319,-0.625731
0.868132,0.614035
-0.021978,-0.122807
-0.747253,0.0292398
-0.538462,0.111111
0.626374,0.871345
0.857143,0.836257
0.164835,-0.988304
0.494505,0.122807
0.912088,-0.567251
-0.0549451,0.567251
0.549451,0.590643
0.912088,0.0409357
0.021978,-0.274854
0.285714,-0.48538
0.494505,-0.719298
0.384615,0.94152
-0.274725,-0.789474
0.0659341,-0.0526316
0.857143,-0.684211
0.0879121,-0.497076
-0.802198,0.602339
