528503.0,214974.0
562082.0,890100.0
391920.0,544432.0
426725.0,351341.0
282370.0,126340.0
861914.0,818919.0
142562.0,741962.0
630517.0,317497.0
887086.0,285281.0
365230.0,781482.0
154216.0,898549.0
351800.0,759107.0
855621.0,888704.0
801386.0,632699.0
150251.0,142961.0
601499.0,682861.0
674329.0,676280.0
828958.0,173283.0
234076.0,300477.0
513041.0,369271.0
486184.0,792119.0
356161.0,218553.0
148391.0,572869.0
806934.0,396609.0
813971.0,693850.0
637124.0,236921.0
694914.0,441789.0
645346.0,567393.0
523589.0,452513.0
905274.0,405718.0
487936.0,495628.0
297607.0,248158.0
805155.0,306211.0
602974.0,135169.0
622814.0,701519.0
681405.0,583758.0
304157.0,350166.0
562716.0,595690.0
684035.0,299419.0
793009.0,360930.0
468117.0,592337.0
844455.0,298594.0
249481.0,515542.0
326921.0,42044.0
756030.0,694975.0
378359.0,665378.0
323277.0,602360.0
444320.0,879594.0
283461.0,876129.0
186141.0,331057.0
343793.0,535472.0
491071.0,292001.0
629092.0,159222.0
433874.0,766835.0
398719.0,286804.0
768178.0,528308.0
870042.0,492276.0
458502.0,806412.0
436160.0,602419.0
588073.0,376160.0
817614.0,616342.0
906270.0,127052.0
876340.0,602219.0
615985.0,221684.0
690071.0,690144.0
221712.0,234235.0
634582.0,744814.0
403228.0,557090.0
905686.0,212110.0
195956.0,814294.0
807670.0,910037.0
443691.0,317473.0
301391.0,769403.0
514121.0,178973.0
717535.0,156421.0
479940.0,857484.0
761259.0,661761.0
142825.0,448225.0
785178.0,244367.0
411457.0,518829.0
721337.0,289536.0
503026.0,430680.0
825147.0,534572.0
212188.0,790527.0
348726.0,804781.0
331326.0,107307.0
527600.0,564940.0
851588.0,407795.0
756986.0,786523.0
927355.0,467132.0
534446.0,928375.0
815338.0,368631.0
612414.0,287810.0
532694.0,402228.0
295823.0,518063.0
198112.0,873887.0
262386.0,444604.0
790348.0,283925.0
890725.0,843731.0
313079.0,198123.0
337883.0,698277.0
600093.0,153025.0
656730.0,583127.0
875571.0,861163.0
419440.0,692747.0
571191.0,818932.0
574849.0,277319.0
134874.0,863108.0
731150.0,118829.0
935381.0,664741.0
383410.0,850155.0
576141.0,328622.0
393651.0,507351.0
372857.0,821907.0
505191.0,407444.0
873807.0,815087.0
615799.0,474665.0
671851.0,585979.0
610580.0,167983.0
798609.0,143742.0
660368.0,207958.0
642502.0,195591.0
344822.0,161635.0
690959.0,405450.0
746889.0,765914.0
174796.0,913856.0
896372.0,879724.0
454780.0,831625.0
465272.0,525579.0
394060.0,692480.0
827939.0,293001.0
855546.0,653458.0
525163.0,840468.0
500288.0,227210.0
579093.0,391055.0
895763.0,462386.0
367943.0,611191.0
813510.0,838088.0
225136.0,492536.0
751950.0,570696.0
617248.0,783602.0
126053.0,874483.0
536884.0,159223.0
499394.0,597951.0
576354.0,219971.0
273040.0,572654.0
650818.0,204215.0
756539.0,599604.0
787533.0,922361.0
899656.0,626938.0
624830.0,880578.0
571335.0,562178.0
925853.0,383274.0
713265.0,334173.0
459997.0,299321.0
729821.0,260906.0
252556.0,550757.0
555854.0,280703.0
718135.0,749297.0
621574.0,771935.0
334235.0,782103.0
311539.0,310371.0
224822.0,884519.0
779108.0,864142.0
896782.0,396484.0
608882.0,344328.0
884377.0,687024.0
185961.0,849655.0
604214.0,161756.0
883570.0,178097.0
181244.0,898122.0
792018.0,562863.0
628315.0,508966.0
776961.0,327779.0
477446.0,393601.0
402615.0,505690.0
190247.0,881200.0
531555.0,320620.0
536286.0,864714.0
582664.0,589083.0
875115.0,652333.0
737566.0,350724.0
